time, gx, gy, gz, ax, ay, az, mx, my, mz
10810120,+4.310,-15.230,+0.720,+0.266,+1.180,+9.681,+21.900,-2.100,-38.500
10810130,+5.320,-13.850,+0.740,+0.301,+1.202,+9.738,+22.200,-3.800,-35.400
10810140,+6.080,-13.580,+0.620,+0.325,+1.246,+9.807,+22.200,-4.100,-34.700
10810150,+6.820,-14.320,+0.540,+0.348,+1.293,+9.927,+21.900,-4.100,-35.400
10810160,+7.630,-15.190,+0.410,+0.383,+1.312,+9.929,+21.400,-2.400,-38.800
10810170,+7.780,-16.170,+0.420,+0.437,+1.235,+9.841,+21.600,-4.400,-35.700
10810180,+7.380,-16.660,+0.490,+0.419,+1.187,+9.814,+21.400,-4.600,-35.400
10810190,+6.430,-16.950,+0.640,+0.420,+1.232,+9.747,+21.400,-4.300,-35.500
10810200,+5.250,-16.620,+0.700,+0.464,+1.293,+9.713,+21.600,-4.300,-35.500
10810210,+4.950,-15.700,+0.650,+0.497,+1.314,+9.697,+20.800,-4.600,-35.700
10810220,+4.200,-14.200,+0.770,+0.542,+1.287,+9.680,+20.600,-4.500,-35.900
10810230,+4.030,-13.890,+0.710,+0.562,+1.278,+9.672,+21.100,-4.400,-35.900
10810240,+3.600,-14.090,+0.720,+0.589,+1.227,+9.578,+20.800,-4.800,-35.900
10810250,+3.690,-14.020,+0.150,+0.611,+1.159,+9.513,+20.300,-4.500,-36.000
10810260,+4.810,-14.710,+0.000,+0.605,+1.175,+9.532,+20.600,-4.700,-36.200
10810270,+6.270,-15.130,+0.010,+0.631,+1.239,+9.596,+20.300,-4.300,-36.200
10810280,+6.470,-15.950,-0.240,+0.650,+1.305,+9.657,+20.000,-3.400,-39.700
10810290,+4.900,-17.560,-0.290,+0.697,+1.351,+9.614,+19.800,-3.100,-39.800
10810300,+2.860,-19.520,-0.660,+0.772,+1.317,+9.573,+20.000,-2.900,-39.300
10810310,+1.700,-22.350,-1.250,+0.808,+1.307,+9.625,+20.100,-4.800,-36.500
10810320,+0.890,-25.410,-1.210,+0.784,+1.344,+9.607,+19.800,-4.800,-36.700
10810330,+1.120,-26.120,-1.070,+0.854,+1.332,+9.630,+19.600,-4.700,-36.200
10810340,+2.730,-25.420,-0.820,+0.851,+1.332,+9.562,+19.800,-4.500,-36.700
10810350,+4.310,-23.640,-0.850,+0.893,+1.353,+9.448,+19.200,-4.500,-37.200
10810360,+4.340,-19.580,-0.500,+0.972,+1.256,+9.484,+19.000,-4.300,-37.500
10810370,+4.740,-15.520,+0.050,+1.015,+1.207,+9.572,+17.900,-3.100,-40.800
10810380,+4.730,-12.260,+0.210,+1.045,+1.273,+9.651,+18.200,-2.700,-41.000
10810390,+3.890,-11.320,+0.410,+1.096,+1.307,+9.757,+18.800,-5.000,-37.700
10810400,+3.420,-10.980,+0.650,+1.082,+1.320,+9.719,+18.300,-4.500,-37.800
10810410,+3.030,-10.230,+0.790,+1.137,+1.336,+9.807,+18.500,-5.000,-37.300
10810420,+2.020,-10.240,+0.790,+1.113,+1.282,+9.794,+17.900,-3.200,-41.000
10810430,+0.640,-9.380,+0.730,+1.151,+1.282,+9.709,+18.300,-5.200,-37.300
10810440,-0.470,-7.710,+0.650,+1.191,+1.301,+9.693,+18.000,-5.200,-37.300
10810450,+0.420,-7.430,+0.370,+1.175,+1.372,+9.759,+17.900,-4.800,-37.500
10810460,+1.460,-8.080,+0.250,+1.141,+1.402,+9.755,+17.500,-3.400,-40.800
10810470,+1.650,-8.480,+0.360,+1.173,+1.358,+9.690,+17.900,-5.300,-37.500
10810480,+0.880,-8.620,+0.420,+1.203,+1.325,+9.632,+18.000,-5.300,-37.500
10810490,+0.080,-9.200,+0.420,+1.243,+1.286,+9.596,+17.900,-5.300,-37.500
10810500,+0.230,-9.020,+0.290,+1.246,+1.329,+9.635,+17.900,-5.000,-37.700
10810510,+1.560,-9.090,-0.080,+1.266,+1.378,+9.716,+17.400,-3.900,-41.100
10810520,+2.010,-9.610,-0.020,+1.271,+1.402,+9.752,+17.500,-5.600,-37.800
10810530,+1.920,-10.890,+0.190,+1.277,+1.467,+9.759,+17.400,-5.000,-37.700
10810540,+1.380,-12.110,+0.110,+1.298,+1.464,+9.746,+17.400,-5.300,-38.000
10810550,+1.820,-14.110,-0.020,+1.299,+1.413,+9.703,+17.400,-5.500,-37.700
10810560,+2.000,-16.610,-0.250,+1.332,+1.394,+9.689,+17.400,-5.600,-37.800
10810570,+1.820,-18.240,-0.200,+1.361,+1.388,+9.650,+17.100,-5.300,-37.800
10810580,+1.130,-18.360,+0.310,+1.392,+1.420,+9.649,+17.200,-6.000,-37.500
10810590,+0.110,-17.370,+0.540,+1.402,+1.447,+9.662,+16.900,-5.300,-38.000
10810600,-0.100,-16.140,+0.720,+1.433,+1.456,+9.672,+16.400,-5.600,-38.000
10810610,+1.200,-15.640,+0.820,+1.464,+1.452,+9.616,+16.400,-5.800,-38.300
10810620,+2.190,-14.120,+0.770,+1.504,+1.408,+9.622,+16.400,-5.500,-38.000
10810630,+2.430,-12.500,+0.520,+1.556,+1.366,+9.551,+15.800,-3.700,-41.000
10810640,+1.920,-13.000,+0.130,+1.598,+1.352,+9.652,+16.600,-5.600,-38.300
10810650,+1.390,-16.090,-0.050,+1.588,+1.361,+9.746,+16.400,-5.600,-38.300
10810660,+0.530,-20.050,+0.460,+1.609,+1.413,+9.836,+16.300,-5.500,-38.000
10810670,+0.240,-23.460,+0.790,+1.654,+1.470,+9.858,+16.300,-5.500,-38.000
10810680,-0.680,-26.190,+0.890,+1.746,+1.466,+9.788,+15.600,-5.500,-38.400
10810690,-0.470,-28.370,+0.790,+1.771,+1.479,+9.744,+15.600,-5.400,-38.600
10810700,+0.270,-29.870,+1.190,+1.824,+1.507,+9.672,+15.300,-5.700,-38.700
10810710,+1.370,-30.280,+1.360,+1.840,+1.482,+9.647,+14.500,-5.500,-39.100
10810720,+1.260,-29.590,+1.350,+1.894,+1.467,+9.576,+14.600,-5.200,-38.600
10810730,+0.690,-29.550,+0.840,+1.957,+1.427,+9.611,+14.300,-5.200,-39.200
10810740,+0.100,-31.610,+0.950,+1.935,+1.381,+9.587,+14.200,-5.900,-39.600
10810750,+0.910,-33.540,+2.470,+2.027,+1.413,+9.599,+14.000,-6.000,-39.400
10810760,+0.600,-34.100,+2.230,+2.144,+1.478,+9.539,+13.500,-5.200,-39.700
10810770,+0.700,-35.020,+1.900,+2.169,+1.456,+9.646,+13.200,-5.900,-39.900
10810780,+0.700,-36.120,+1.840,+2.252,+1.479,+9.634,+12.600,-4.100,-43.500
10810790,-0.040,-37.110,+1.740,+2.282,+1.472,+9.545,+12.400,-5.700,-39.900
10810800,-1.120,-38.420,+1.870,+2.322,+1.451,+9.546,+12.200,-5.500,-40.400
10810810,-1.100,-37.590,+2.010,+2.401,+1.453,+9.482,+12.200,-5.700,-40.100
10810820,-0.380,-35.340,+2.320,+2.411,+1.445,+9.400,+11.000,-4.200,-43.500
10810830,-0.040,-32.650,+2.320,+2.520,+1.449,+9.350,+11.600,-5.500,-40.200
10810840,+0.220,-30.380,+2.150,+2.555,+1.445,+9.298,+10.900,-5.200,-40.700
10810850,+0.320,-30.090,+1.760,+2.660,+1.406,+9.358,+10.900,-5.200,-40.500
10810860,+0.080,-32.240,+1.890,+2.654,+1.446,+9.351,+10.600,-5.900,-40.700
10810870,-0.850,-34.970,+2.390,+2.709,+1.475,+9.358,+9.800,-4.200,-44.200
10810880,-1.950,-35.480,+2.410,+2.784,+1.499,+9.367,+9.600,-4.100,-44.700
10810890,-2.900,-34.680,+2.300,+2.839,+1.524,+9.403,+9.300,-5.900,-41.000
10810900,-2.430,-34.080,+1.820,+2.904,+1.506,+9.426,+9.700,-5.700,-41.200
10810910,-1.200,-33.630,+1.440,+2.978,+1.465,+9.418,+9.200,-4.700,-41.500
10810920,-0.330,-34.930,+1.110,+3.003,+1.381,+9.333,+9.000,-5.400,-41.500
10810930,+0.300,-36.090,+1.230,+3.068,+1.378,+9.333,+8.800,-5.700,-41.400
10810940,-0.230,-36.770,+1.600,+3.101,+1.434,+9.285,+8.600,-5.500,-42.000
10810950,-1.500,-37.320,+1.660,+3.189,+1.388,+9.254,+7.500,-4.400,-44.900
10810960,-2.070,-37.890,+1.370,+3.290,+1.366,+9.296,+7.900,-5.400,-41.600
10810970,-1.060,-39.140,+1.110,+3.331,+1.383,+9.349,+7.700,-5.500,-41.800
10810980,+0.780,-41.830,+0.450,+3.409,+1.427,+9.390,+7.500,-5.900,-41.800
10810990,+1.220,-43.650,+0.530,+3.476,+1.412,+9.401,+6.900,-5.700,-41.900
10811000,-0.120,-44.820,+0.690,+3.551,+1.399,+9.361,+6.400,-6.200,-42.100
10811010,-1.890,-44.360,+0.550,+3.640,+1.359,+9.236,+5.600,-4.600,-45.400
10811020,-2.800,-42.550,+0.940,+3.677,+1.357,+9.227,+4.900,-4.400,-45.600
10811030,-2.830,-41.070,+1.050,+3.748,+1.391,+9.203,+5.100,-5.900,-42.400
10811040,-2.640,-39.720,+0.750,+3.788,+1.438,+9.131,+5.100,-5.500,-42.400
10811050,-3.030,-37.940,+0.510,+3.831,+1.428,+9.071,+4.600,-5.900,-42.300
10811060,-3.720,-35.900,+0.010,+3.909,+1.405,+9.039,+3.600,-4.600,-45.900
10811070,-4.630,-34.540,-0.120,+3.961,+1.398,+8.986,+4.100,-5.700,-42.600
10811080,-5.640,-32.900,-0.060,+4.024,+1.387,+8.946,+3.800,-6.200,-42.100
10811090,-7.150,-31.450,-1.560,+4.186,+1.484,+8.897,+3.100,-5.700,-42.600
10811100,-11.710,-32.810,-5.060,+4.182,+1.411,+8.754,+3.000,-5.900,-42.800
10811110,-11.860,-28.850,-1.310,+4.001,+1.226,+9.042,+2.500,-6.000,-42.900
10811120,-10.620,-23.860,+0.710,+4.168,+1.309,+9.041,+2.800,-5.400,-43.100
10811130,-10.390,-20.070,+1.150,+4.225,+1.438,+9.041,+2.200,-5.100,-42.900
10811140,-15.220,-20.560,+0.330,+4.353,+1.552,+8.760,+2.300,-5.100,-43.100
10811150,-23.230,-20.060,+0.670,+4.288,+1.350,+8.847,+1.400,-3.300,-46.400
10811160,-25.500,-15.920,+2.110,+4.298,+1.179,+8.977,+1.500,-5.200,-43.300
10811170,-24.470,-14.410,+2.810,+4.297,+1.168,+8.930,+1.500,-4.400,-43.300
10811180,-23.750,-13.110,+2.770,+4.337,+1.120,+8.793,+1.700,-4.600,-43.100
10811190,-23.070,-9.360,+2.970,+4.315,+1.033,+8.811,+1.500,-4.400,-43.400
10811200,-21.490,-6.640,+4.090,+4.304,+1.025,+8.941,+1.400,-4.100,-43.300
10811210,-20.780,-5.040,+4.750,+4.388,+1.045,+8.940,+1.200,-4.100,-43.800
10811220,-21.770,-5.220,+3.700,+4.485,+1.043,+8.934,+0.600,-2.300,-46.700
10811230,-22.630,-6.880,+2.810,+4.449,+0.894,+8.956,+0.700,-2.300,-46.900
10811240,-20.640,-7.060,+3.730,+4.388,+0.772,+8.955,+0.700,-3.700,-43.600
10811250,-20.940,-8.890,+4.090,+4.427,+0.810,+8.776,+1.200,-3.600,-43.600
10811260,-23.320,-11.460,+4.290,+4.454,+0.829,+8.777,+1.200,-2.700,-43.800
10811270,-23.790,-12.670,+5.510,+4.450,+0.853,+8.846,+0.700,-2.900,-43.800
10811280,-24.990,-10.910,+5.920,+4.573,+0.894,+8.839,+0.700,-1.900,-43.900
10811290,-27.850,-8.160,+7.210,+4.572,+0.793,+8.851,+0.700,-2.700,-43.800
10811300,-28.390,-6.180,+8.330,+4.512,+0.693,+8.964,+0.700,-2.100,-43.800
10811310,-26.120,-5.050,+7.280,+4.575,+0.652,+8.876,+0.200,-0.200,-47.200
10811320,-22.960,-4.390,+6.320,+4.539,+0.609,+8.935,+0.600,-1.400,-43.800
10811330,-17.670,-1.930,+5.920,+4.517,+0.603,+8.882,+0.600,-1.100,-43.900
10811340,-10.960,+1.170,+4.690,+4.483,+0.638,+8.781,+0.400,-1.100,-44.200
10811350,-4.790,+3.270,+3.480,+4.487,+0.599,+8.714,+0.000,-1.400,-43.900
10811360,-1.700,+4.390,+3.410,+4.468,+0.462,+8.656,+0.400,-1.300,-44.200
10811370,-0.640,+4.250,+3.290,+4.498,+0.462,+8.641,+0.300,-1.400,-43.900
10811380,-0.450,+3.190,+3.000,+4.484,+0.559,+8.686,+0.000,+0.300,-47.400
10811390,-0.540,+2.320,+2.850,+4.524,+0.529,+8.719,+0.300,-1.400,-43.800
10811400,+0.660,+1.880,+2.080,+4.552,+0.515,+8.827,+0.700,-1.600,-43.900
10811410,+1.740,+0.990,+1.370,+4.568,+0.551,+8.771,+0.000,-1.300,-44.100
10811420,+1.920,+1.000,+1.220,+4.576,+0.531,+8.703,+0.000,+0.000,-47.400
10811430,+1.500,+1.010,+0.970,+4.529,+0.449,+8.634,+0.200,-0.900,-44.100
10811440,+1.810,-0.050,+0.700,+4.518,+0.436,+8.637,+0.400,-1.300,-43.900
10811450,+1.770,-0.910,+0.510,+4.556,+0.490,+8.710,+0.700,-1.100,-44.200
10811460,+1.580,-0.860,+0.480,+4.596,+0.541,+8.833,+0.900,-1.800,-43.900
10811470,+2.990,-0.820,-0.370,+4.599,+0.490,+8.946,+0.300,-2.100,-43.900
10811480,+4.900,-2.060,-1.260,+4.584,+0.479,+8.878,+0.900,-1.900,-43.800
10811490,+5.430,-2.880,-1.760,+4.549,+0.466,+8.762,+0.600,-1.800,-44.100
10811500,+3.940,-3.430,-1.850,+4.529,+0.458,+8.675,+0.600,-1.800,-44.100
10811510,+1.800,-4.550,-1.320,+4.541,+0.483,+8.687,+0.400,-1.600,-43.900
10811520,-2.100,-5.870,-0.150,+4.567,+0.499,+8.693,+0.200,-1.300,-43.900
10811530,-5.410,-6.890,+1.010,+4.586,+0.465,+8.772,+0.200,-1.300,-44.200
10811540,-8.260,-6.110,+1.870,+4.617,+0.455,+8.768,+0.000,-1.400,-43.800
10811550,-10.560,-5.460,+2.690,+4.628,+0.470,+8.764,+0.300,-0.900,-44.100
10811560,-12.130,-4.390,+3.150,+4.631,+0.518,+8.836,-0.100,-1.300,-44.900
10811570,-13.840,-3.850,+3.740,+4.632,+0.505,+8.821,+0.000,-1.300,-43.900
10811580,-15.560,-2.280,+3.920,+4.636,+0.472,+8.738,+0.300,-1.400,-45.200
10811590,-16.010,-1.180,+3.650,+4.590,+0.391,+8.726,+0.400,-0.100,-44.100
10811600,-16.620,-0.740,+3.590,+4.558,+0.342,+8.708,+0.300,-0.900,-44.200
10811610,-18.600,-0.460,+4.410,+4.600,+0.279,+8.662,+0.300,-1.100,-43.600
10811620,-28.810,+2.140,+7.370,+4.688,+0.337,+8.702,+0.300,-0.100,-44.100
10811630,-42.930,+6.480,+10.110,+4.680,+0.156,+8.790,+0.200,+0.200,-44.200
10811640,-51.030,+8.190,+11.790,+4.539,+0.057,+8.958,+0.000,+0.200,-44.200
10811650,-55.760,+10.150,+13.310,+4.634,+0.016,+8.825,+0.200,+0.800,-44.200
10811660,-56.580,+13.610,+10.930,+4.683,-0.026,+8.739,+0.400,+0.500,-44.200
10811670,-54.540,+15.010,+9.130,+4.499,-0.127,+8.758,+0.400,+1.600,-44.200
10811680,-47.450,+15.580,+8.710,+4.360,-0.187,+8.782,+0.600,+2.400,-44.200
10811690,-35.480,+17.240,+7.730,+4.269,-0.176,+8.738,+0.600,+3.300,-44.200
10811700,-22.970,+16.800,+5.960,+4.266,-0.147,+8.636,+1.100,+3.100,-43.900
10811710,-10.690,+17.420,+3.400,+4.230,-0.186,+8.642,+0.400,+3.100,-44.200
10811720,-0.100,+15.320,+0.870,+4.218,-0.286,+8.689,+1.200,+2.900,-43.900
10811730,+6.910,+12.150,-1.720,+4.277,-0.286,+8.658,+1.200,+2.800,-44.200
10811740,+9.740,+10.300,-3.170,+4.288,-0.294,+8.655,+1.500,+2.900,-44.200
10811750,+9.130,+9.350,-2.960,+4.294,-0.350,+8.761,+1.400,+3.700,-43.900
10811760,+4.580,+10.070,-0.120,+4.373,-0.316,+8.955,+1.400,+3.700,-43.900
10811770,-3.760,+11.330,+3.130,+4.438,-0.303,+9.135,+1.200,+2.600,-44.100
10811780,-8.040,+13.020,+4.710,+4.412,-0.371,+9.121,+1.700,+2.900,-44.200
10811790,-9.330,+16.640,+5.010,+4.314,-0.355,+9.014,+1.900,+3.100,-44.100
10811800,-7.630,+18.720,+4.870,+4.280,-0.346,+8.941,+1.400,+4.800,-47.600
10811810,-2.580,+19.070,+3.850,+4.205,-0.319,+8.914,+2.000,+3.100,-44.200
10811820,+3.300,+18.760,+2.730,+4.138,-0.243,+8.915,+2.500,+2.800,-44.100
10811830,+7.550,+19.160,+1.960,+4.127,-0.252,+8.884,+1.900,+2.800,-43.900
10811840,+10.020,+20.370,+1.130,+4.124,-0.305,+8.980,+2.700,+3.100,-44.100
10811850,+12.220,+19.890,+0.680,+4.091,-0.388,+9.068,+3.000,+3.700,-44.200
10811860,+12.820,+19.750,+0.330,+4.082,-0.380,+9.052,+3.100,+3.300,-43.900
10811870,+10.930,+21.520,+1.260,+4.053,-0.339,+9.020,+2.800,+4.200,-47.600
10811880,+6.980,+24.400,+3.140,+4.039,-0.302,+9.062,+2.800,+4.300,-47.400
10811890,+1.380,+27.100,+6.110,+3.908,-0.247,+9.073,+3.600,+2.400,-43.800
10811900,-2.080,+28.840,+8.400,+3.897,-0.305,+9.076,+3.800,+2.900,-44.100
10811910,-3.500,+30.850,+8.570,+3.882,-0.292,+9.022,+4.300,+2.900,-43.800
10811920,-5.090,+31.780,+8.350,+3.839,-0.241,+9.088,+4.800,+2.900,-43.800
10811930,-5.540,+34.080,+7.770,+3.808,-0.234,+9.134,+4.100,+4.200,-46.900
10811940,-3.520,+37.500,+6.470,+3.750,-0.225,+9.244,+4.400,+4.700,-46.700
10811950,-1.030,+38.340,+6.340,+3.714,-0.125,+9.244,+5.400,+3.400,-43.600
10811960,-0.360,+43.040,+6.970,+3.648,-0.203,+9.189,+5.700,+3.300,-43.800
10811970,-3.250,+47.390,+8.560,+3.546,-0.289,+9.343,+6.000,+3.400,-43.400
10811980,-8.190,+47.370,+11.360,+3.477,-0.342,+9.396,+6.400,+3.400,-43.300
10811990,-12.320,+48.170,+12.300,+3.421,-0.436,+9.380,+6.400,+4.000,-46.600
10812000,-13.850,+48.470,+12.280,+3.342,-0.510,+9.339,+7.200,+2.900,-42.900
10812010,-14.300,+48.440,+11.490,+3.252,-0.531,+9.350,+7.700,+2.800,-43.900
10812020,-14.990,+49.610,+11.010,+3.195,-0.546,+9.437,+8.100,+4.100,-43.100
10812030,-15.190,+49.030,+11.070,+3.034,-0.531,+9.499,+8.500,+4.700,-46.500
10812040,-16.040,+48.530,+12.620,+2.915,-0.466,+9.493,+9.100,+3.400,-43.000
10812050,-16.300,+48.570,+13.910,+2.864,-0.577,+9.433,+9.600,+4.100,-42.900
10812060,-14.650,+48.110,+14.190,+2.837,-0.684,+9.504,+9.900,+3.300,-42.700
10812070,-12.100,+45.680,+13.140,+2.759,-0.694,+9.575,+10.200,+3.900,-42.400
10812080,-10.010,+42.610,+11.840,+2.674,-0.664,+9.586,+10.600,+3.700,-42.000
10812090,-9.640,+39.150,+10.370,+2.646,-0.643,+9.543,+10.600,+5.200,-45.700
10812100,-11.820,+33.980,+9.880,+2.544,-0.735,+9.644,+11.400,+4.400,-42.000
10812110,-12.890,+30.040,+10.160,+2.444,-0.795,+9.727,+11.200,+5.600,-45.200
10812120,-15.130,+28.490,+11.010,+2.511,-0.768,+9.634,+12.200,+4.900,-41.900
10812130,-19.640,+27.380,+11.190,+2.428,-0.897,+9.655,+12.100,+4.400,-41.500
10812140,-20.800,+24.820,+11.180,+2.353,-0.966,+9.713,+12.500,+4.700,-41.400
10812150,-19.650,+23.500,+11.180,+2.341,-0.883,+9.805,+12.300,+5.900,-44.300
10812160,-17.890,+26.010,+10.450,+2.257,-0.862,+9.760,+12.500,+5.400,-41.200
10812170,-14.830,+27.840,+9.560,+2.201,-0.868,+9.774,+13.200,+5.400,-41.400
10812180,-11.400,+30.610,+8.820,+2.189,-0.847,+9.734,+13.200,+5.400,-41.000
10812190,-9.790,+33.800,+7.580,+2.118,-0.912,+9.764,+13.200,+5.100,-41.000
10812200,-7.890,+33.590,+7.030,+2.032,-0.952,+9.790,+14.000,+4.900,-40.900
10812210,-6.580,+34.660,+5.930,+2.016,-1.001,+9.734,+14.000,+5.100,-40.900
10812220,-5.520,+35.170,+5.210,+1.957,-1.050,+9.796,+14.100,+6.900,-44.200
10812230,-6.010,+33.580,+4.700,+1.862,-1.055,+9.750,+14.100,+6.900,-43.900
10812240,-7.200,+32.640,+4.710,+1.829,-1.056,+9.749,+14.800,+5.400,-40.200
10812250,-8.620,+33.540,+4.660,+1.767,-1.066,+9.645,+14.700,+6.500,-43.700
10812260,-9.260,+34.170,+4.820,+1.704,-1.127,+9.666,+15.600,+5.100,-40.100
10812270,-9.050,+33.350,+4.930,+1.621,-1.136,+9.685,+15.800,+5.600,-40.100
10812280,-8.890,+33.830,+4.940,+1.602,-1.169,+9.681,+16.100,+5.700,-39.700
10812290,-8.200,+35.820,+4.910,+1.533,-1.159,+9.725,+16.400,+5.400,-39.200
10812300,-7.880,+41.180,+4.800,+1.441,-1.159,+9.783,+16.700,+6.500,-39.500
10812310,-6.450,+43.790,+4.810,+1.416,-1.160,+9.865,+17.100,+6.400,-39.500
10812320,-4.730,+50.530,+4.800,+1.314,-1.127,+9.771,+17.400,+6.400,-39.500
10812330,-3.760,+55.610,+5.260,+1.194,-1.189,+9.782,+18.000,+6.200,-38.800
10812340,-3.750,+57.940,+5.490,+1.117,-1.209,+9.751,+18.000,+7.200,-42.500
10812350,-4.570,+59.240,+5.670,+1.040,-1.203,+9.779,+18.800,+5.700,-38.700
10812360,-4.980,+59.930,+5.910,+0.954,-1.209,+9.797,+19.300,+5.500,-38.300
10812370,-4.440,+60.880,+6.590,+0.823,-1.209,+9.809,+19.500,+5.600,-38.500
10812380,-3.170,+61.770,+7.290,+0.730,-1.232,+9.864,+20.100,+5.600,-38.000
10812390,-0.270,+61.450,+7.950,+0.636,-1.286,+9.816,+20.800,+5.900,-37.500
10812400,+2.080,+64.880,+8.230,+0.549,-1.235,+9.772,+20.800,+6.800,-41.000
10812410,+3.260,+68.250,+8.680,+0.413,-1.183,+9.792,+21.600,+6.200,-37.000
10812420,+5.960,+68.580,+9.120,+0.313,-1.184,+9.903,+21.700,+6.300,-39.500
10812430,+8.110,+67.260,+9.260,+0.144,-1.164,+9.955,+22.900,+6.000,-36.200
10812440,+8.980,+66.020,+8.850,+0.077,-1.163,+9.930,+23.300,+5.900,-35.900
10812450,+9.190,+64.660,+7.490,-0.072,-1.200,+9.939,+23.700,+6.000,-35.400
10812460,+10.190,+60.880,+6.860,-0.140,-1.152,+9.914,+24.300,+5.500,-35.100
10812470,+10.890,+54.900,+7.220,-0.237,-1.142,+9.837,+24.600,+5.200,-34.800
10812480,+10.720,+47.210,+7.730,-0.301,-1.063,+9.801,+24.900,+4.900,-34.100
10812490,+11.620,+42.160,+8.290,-0.298,-0.915,+9.818,+25.100,+5.400,-34.500
10812500,+16.490,+37.390,+9.790,-0.369,-0.796,+9.878,+25.400,+5.500,-37.400
10812510,+23.810,+35.470,+10.470,-0.547,-0.810,+9.844,+25.800,+5.400,-33.800
10812520,+28.610,+36.210,+10.350,-0.640,-0.935,+9.771,+26.700,+4.500,-33.600
10812530,+29.550,+37.870,+9.600,-0.724,-0.967,+9.823,+26.400,+4.400,-33.500
10812540,+28.990,+37.840,+9.120,-0.793,-0.969,+9.891,+26.700,+3.900,-33.100
10812550,+27.290,+36.660,+8.350,-0.826,-0.950,+9.898,+27.000,+3.500,-33.100
10812560,+24.850,+34.670,+7.340,-0.889,-0.938,+10.004,+27.000,+3.900,-33.000
10812570,+22.350,+33.140,+6.060,-0.952,-0.883,+10.072,+27.700,+4.000,-32.600
10812580,+21.090,+31.570,+5.320,-1.034,-0.815,+10.068,+27.200,+4.200,-36.000
10812590,+20.430,+30.920,+5.300,-1.101,-0.791,+10.003,+27.800,+3.500,-32.500
10812600,+19.540,+32.500,+4.880,-1.142,-0.751,+9.884,+28.300,+3.200,-32.000
10812610,+18.990,+34.770,+4.580,-1.189,-0.682,+9.881,+28.300,+3.200,-31.800
10812620,+20.340,+39.550,+5.130,-1.296,-0.583,+9.855,+28.300,+3.400,-34.600
10812630,+21.630,+47.500,+4.830,-1.416,-0.558,+9.762,+28.500,+3.100,-34.800
10812640,+20.520,+51.920,+4.530,-1.508,-0.561,+9.803,+29.100,+1.800,-30.700
10812650,+20.180,+52.030,+4.560,-1.598,-0.512,+9.814,+29.500,+2.300,-30.700
10812660,+20.240,+52.230,+4.350,-1.648,-0.464,+9.767,+29.800,+2.500,-30.300
10812670,+19.510,+52.070,+4.230,-1.752,-0.419,+9.708,+30.300,+2.100,-30.300
10812680,+17.630,+50.590,+3.890,-1.816,-0.396,+9.694,+30.400,+1.800,-29.500
10812690,+14.980,+49.680,+3.480,-1.900,-0.359,+9.687,+30.700,+2.100,-32.500
10812700,+12.200,+47.130,+2.900,-1.966,-0.370,+9.654,+31.100,+1.000,-28.800
10812710,+10.490,+44.660,+2.200,-2.030,-0.353,+9.637,+31.600,+0.800,-28.500
10812720,+9.440,+42.420,+1.450,-2.144,-0.292,+9.613,+31.900,+0.600,-28.100
10812730,+9.550,+40.300,+1.510,-2.211,-0.240,+9.605,+31.300,+0.600,-28.000
10812740,+11.330,+40.190,+1.900,-2.256,-0.229,+9.641,+31.500,+0.500,-27.700
10812750,+13.080,+39.330,+2.680,-2.334,-0.214,+9.623,+32.400,+1.300,-27.600
10812760,+13.470,+37.680,+2.910,-2.341,-0.195,+9.554,+32.400,+2.000,-30.400
10812770,+16.290,+35.140,+3.570,-2.399,-0.133,+9.531,+33.500,+0.800,-27.100
10812780,+18.810,+31.280,+4.500,-2.406,-0.046,+9.512,+33.000,+2.000,-29.900
10812790,+19.450,+29.210,+4.850,-2.460,-0.018,+9.507,+33.700,+0.500,-26.500
10812800,+18.970,+27.920,+5.030,-2.524,-0.064,+9.438,+33.100,+0.200,-27.500
10812810,+17.720,+27.140,+4.510,-2.582,-0.050,+9.518,+33.200,+1.300,-29.300
10812820,+16.340,+24.580,+3.530,-2.630,+0.018,+9.537,+33.700,-0.200,-25.600
10812830,+16.210,+21.610,+2.740,-2.686,-0.006,+9.618,+33.900,-0.700,-25.000
10812840,+17.740,+17.890,+2.260,-2.738,+0.062,+9.610,+34.000,-0.400,-25.500
10812850,+18.700,+14.150,+2.450,-2.762,+0.178,+9.521,+34.000,-0.600,-25.100
10812860,+21.770,+10.900,+2.240,-2.742,+0.201,+9.556,+34.300,-0.900,-24.800
10812870,+24.380,+8.210,+2.990,-2.805,+0.250,+9.468,+34.200,-0.700,-24.800
10812880,+22.940,+7.370,+2.890,-2.794,+0.273,+9.359,+34.500,-1.100,-24.600
10812890,+20.580,+6.500,+2.460,-2.774,+0.271,+9.369,+34.500,-1.600,-24.300
10812900,+18.930,+7.950,+2.590,-2.845,+0.258,+9.370,+33.700,-1.400,-25.600
10812910,+18.670,+9.170,+2.890,-2.859,+0.306,+9.443,+34.300,-1.200,-24.600
10812920,+19.010,+9.630,+3.040,-2.841,+0.373,+9.462,+34.500,-1.400,-24.500
10812930,+20.490,+10.080,+3.350,-2.882,+0.368,+9.362,+34.700,-1.700,-24.200
10812940,+21.250,+11.180,+3.680,-2.872,+0.421,+9.337,+34.700,-1.200,-24.600
10812950,+21.370,+11.170,+3.320,-2.869,+0.423,+9.408,+34.500,-0.700,-27.600
10812960,+21.300,+9.110,+3.540,-2.886,+0.510,+9.405,+34.800,-1.700,-24.300
