time, gx, gy, gz, ax, ay, az, mx, my, mz
10815820,+42.270,+38.920,-12.010,-1.481,+2.507,+9.539,+29.100,-5.000,-29.000
10815830,+47.730,+38.030,-10.760,-1.560,+2.797,+9.388,+29.900,-5.800,-28.700
10815840,+51.980,+37.400,-8.570,-1.701,+2.918,+9.393,+29.900,-5.400,-30.200
10815850,+55.990,+36.680,-6.300,-1.741,+2.965,+9.436,+30.000,-5.800,-27.900
10815860,+60.000,+37.500,-4.560,-1.797,+2.937,+9.391,+30.600,-6.500,-27.400
10815870,+60.030,+39.150,-3.380,-1.841,+2.927,+9.306,+30.600,-6.700,-26.500
10815880,+60.220,+43.310,-1.930,-1.837,+2.960,+9.214,+31.100,-6.800,-27.200
10815890,+60.950,+49.770,-0.780,-1.922,+3.037,+9.094,+31.300,-7.700,-27.200
10815900,+58.400,+54.010,-0.090,-1.951,+3.135,+8.965,+31.600,-8.000,-26.400
10815910,+56.200,+55.610,+0.820,-2.044,+3.203,+8.852,+31.800,-7.500,-27.600
10815920,+59.470,+55.710,+3.820,-2.174,+3.452,+8.879,+32.300,-8.300,-27.000
10815930,+61.940,+50.280,+6.040,-2.323,+3.592,+8.865,+32.400,-8.300,-24.500
10815940,+59.850,+48.200,+8.360,-2.510,+3.774,+8.862,+33.100,-9.300,-23.800
10815950,+60.550,+44.650,+12.430,-2.644,+4.029,+9.041,+33.200,-10.200,-23.000
10815960,+63.560,+35.240,+17.480,-2.669,+4.018,+8.952,+32.700,-9.300,-24.600
10815970,+70.770,+29.750,+23.860,-2.641,+4.214,+8.918,+33.500,-10.700,-23.200
10815980,+76.130,+24.390,+28.440,-2.641,+4.170,+8.903,+33.500,-11.100,-23.000
10815990,+76.120,+20.610,+29.350,-2.476,+3.949,+8.657,+33.500,-11.900,-22.500
10816000,+73.670,+15.720,+28.220,-2.435,+3.872,+8.332,+33.700,-12.700,-21.800
10816010,+66.020,+10.540,+25.690,-2.368,+3.877,+8.110,+33.200,-12.200,-23.200
10816020,+56.050,+9.510,+22.160,-2.387,+3.843,+7.998,+33.200,-14.000,-21.300
10816030,+51.810,+8.740,+21.090,-2.526,+4.274,+8.066,+32.900,-13.000,-21.000
10816040,+52.030,+5.930,+21.900,-2.717,+4.645,+8.118,+33.400,-14.200,-20.400
10816050,+48.060,+2.710,+23.030,-2.733,+4.701,+8.005,+33.100,-14.700,-20.500
10816060,+42.420,-1.400,+23.500,-2.624,+4.695,+8.042,+33.200,-15.200,-20.200
10816070,+38.700,-6.260,+23.590,-2.594,+4.730,+8.107,+32.900,-15.000,-19.900
10816080,+38.060,-8.280,+24.080,-2.526,+4.844,+8.229,+32.900,-15.800,-19.500
10816090,+42.210,-8.600,+24.850,-2.499,+5.119,+8.121,+33.100,-15.800,-20.400
10816100,+42.570,-10.680,+25.870,-2.416,+4.995,+8.021,+32.800,-17.100,-19.500
10816110,+37.820,-12.670,+25.090,-2.321,+4.874,+7.908,+31.900,-16.500,-19.400
10816120,+33.280,-12.580,+23.860,-2.243,+4.844,+7.888,+32.200,-16.800,-19.400
10816130,+27.540,-12.680,+21.710,-2.214,+4.894,+7.852,+32.500,-17.500,-19.400
10816140,+22.640,-12.840,+20.030,-2.252,+5.127,+7.890,+32.200,-17.800,-19.900
10816150,+19.050,-14.000,+18.780,-2.327,+5.379,+8.002,+31.400,-17.100,-19.300
10816160,+17.940,-14.230,+18.450,-2.363,+5.479,+8.129,+32.400,-18.500,-20.000
10816170,+18.100,-16.920,+20.680,-2.310,+5.365,+8.030,+31.700,-17.300,-21.100
10816180,+20.640,-20.160,+21.930,-2.143,+5.278,+7.826,+32.000,-18.800,-20.200
10816190,+20.360,-20.520,+21.260,-1.983,+5.249,+7.748,+31.200,-19.000,-19.800
10816200,+18.700,-19.160,+20.140,-1.958,+5.307,+7.602,+31.400,-19.300,-19.800
10816210,+17.120,-19.180,+18.960,-1.899,+5.389,+7.600,+30.700,-19.500,-21.100
10816220,+15.140,-19.000,+18.860,-1.864,+5.483,+7.697,+30.900,-19.800,-19.600
10816230,+10.460,-17.180,+18.520,-1.859,+5.543,+7.684,+30.900,-19.900,-20.400
10816240,+7.710,-16.420,+18.810,-1.816,+5.684,+7.684,+30.300,-19.500,-21.400
10816250,+10.070,-19.390,+20.790,-1.843,+5.731,+7.652,+30.400,-20.300,-19.800
10816260,+13.130,-24.460,+23.150,-1.780,+5.726,+7.566,+30.300,-20.600,-19.800
10816270,+13.820,-29.570,+24.870,-1.781,+5.637,+7.740,+30.100,-20.600,-20.100
10816280,+14.150,-30.420,+25.680,-1.596,+5.651,+7.915,+29.600,-20.900,-20.900
10816290,+12.600,-32.020,+26.770,-1.559,+5.658,+7.791,+29.300,-20.900,-21.700
10816300,+8.660,-36.070,+28.020,-1.538,+5.630,+7.733,+29.000,-20.900,-21.100
10816310,+5.570,-39.170,+28.620,-1.367,+5.661,+7.813,+28.500,-21.600,-20.300
10816320,+7.910,-36.410,+27.360,-1.230,+5.726,+7.911,+28.700,-21.800,-20.900
10816330,+9.220,-34.850,+25.810,-1.141,+5.599,+7.798,+28.000,-21.800,-22.700
10816340,+8.480,-36.220,+25.790,-1.067,+5.627,+7.637,+28.000,-22.100,-21.900
10816350,+6.280,-38.130,+25.300,-0.978,+5.717,+7.606,+27.400,-22.300,-21.100
10816360,+4.080,-37.960,+24.740,-0.894,+5.683,+7.728,+27.400,-22.400,-22.200
10816370,+1.370,-35.630,+23.550,-0.797,+5.688,+7.740,+27.200,-22.700,-22.400
10816380,-0.790,-34.080,+23.770,-0.732,+5.757,+7.737,+26.600,-22.900,-22.100
10816390,-0.990,-33.740,+24.590,-0.789,+5.767,+7.765,+26.400,-22.700,-22.600
10816400,-1.710,-31.190,+25.220,-0.678,+5.885,+7.759,+25.800,-22.600,-24.400
10816410,-2.770,-30.900,+25.720,-0.624,+5.949,+7.581,+26.100,-23.200,-22.600
10816420,-4.880,-32.520,+25.510,-0.573,+5.860,+7.646,+25.800,-23.600,-22.400
10816430,-4.310,-29.760,+25.360,-0.494,+5.903,+7.806,+25.400,-23.700,-22.900
10816440,-0.550,-27.440,+23.620,-0.279,+5.944,+7.879,+24.600,-23.700,-22.700
10816450,+2.030,-25.400,+20.280,-0.272,+5.961,+7.918,+24.600,-23.600,-23.900
10816460,+2.420,-23.240,+19.210,-0.300,+6.072,+7.865,+24.100,-23.300,-24.900
10816470,+2.320,-24.580,+19.690,-0.316,+5.952,+7.887,+24.300,-24.000,-23.400
10816480,+0.900,-19.830,+20.540,-0.187,+5.972,+8.038,+24.000,-24.100,-23.600
10816490,-0.760,-18.120,+20.030,-0.111,+5.934,+7.982,+23.200,-23.500,-25.100
10816500,-2.320,-17.310,+19.640,-0.093,+5.925,+7.913,+23.700,-23.800,-23.800
10816510,-2.550,-15.020,+20.280,-0.117,+6.040,+7.971,+23.300,-24.100,-23.100
10816520,+2.910,-11.610,+24.580,-0.232,+6.056,+7.926,+23.000,-24.000,-25.400
10816530,+4.910,-12.220,+28.920,-0.087,+6.015,+7.919,+23.000,-24.500,-24.400
10816540,+5.890,-13.650,+31.340,+0.075,+5.996,+7.820,+23.000,-24.500,-23.600
10816550,+7.370,-16.970,+31.110,+0.216,+5.811,+7.814,+22.400,-25.100,-24.600
10816560,+8.590,-11.270,+27.890,+0.414,+5.742,+7.926,+22.100,-24.800,-25.400
10816570,+7.740,-9.140,+25.320,+0.277,+5.924,+7.848,+22.400,-25.000,-24.800
10816580,+7.700,-9.540,+25.300,+0.218,+5.996,+7.947,+21.400,-25.300,-23.600
10816590,+8.180,-12.320,+24.690,+0.299,+5.980,+7.912,+21.900,-25.500,-24.800
10816600,+8.340,-11.260,+24.330,+0.399,+5.993,+7.784,+21.200,-25.100,-25.600
10816610,+7.530,-13.150,+24.910,+0.354,+5.959,+7.645,+21.400,-25.800,-24.000
10816620,+5.570,-16.670,+25.020,+0.460,+5.939,+7.605,+21.100,-26.400,-24.000
10816630,+6.320,-13.540,+26.980,+0.520,+6.109,+7.614,+20.900,-26.400,-24.800
10816640,+8.960,-12.590,+32.280,+0.336,+6.079,+7.478,+20.800,-26.600,-23.800
10816650,+7.560,-13.310,+38.040,+0.510,+5.860,+7.512,+20.400,-26.700,-24.900
10816660,+6.790,-7.470,+39.120,+0.809,+5.731,+7.749,+19.800,-25.400,-24.100
10816670,+7.770,-4.970,+37.150,+0.817,+5.798,+7.788,+20.000,-27.000,-25.100
10816680,+8.010,-5.620,+34.580,+0.892,+5.907,+7.780,+18.800,-26.500,-25.100
10816690,+6.450,-6.260,+29.530,+1.082,+6.016,+7.760,+19.000,-27.500,-23.800
10816700,+4.180,-5.990,+25.220,+1.013,+6.116,+7.714,+19.500,-27.700,-24.600
10816710,+1.920,-5.650,+22.520,+1.055,+6.204,+7.678,+19.000,-27.800,-23.600
10816720,+0.610,-4.570,+21.500,+0.999,+6.171,+7.527,+18.800,-28.000,-23.600
10816730,-3.380,-1.990,+22.570,+0.905,+6.171,+7.315,+18.700,-27.200,-25.400
10816740,-7.110,+0.390,+24.370,+0.961,+6.076,+7.482,+18.700,-27.800,-23.800
10816750,-7.850,+2.580,+25.720,+0.878,+6.122,+7.546,+18.000,-28.200,-23.800
10816760,-8.190,+3.650,+27.450,+0.981,+6.123,+7.777,+18.200,-27.500,-24.000
10816770,-5.730,+1.380,+25.440,+1.330,+5.986,+8.023,+17.700,-27.700,-24.000
10816780,-3.640,-4.770,+21.680,+1.329,+5.937,+7.989,+17.900,-27.700,-25.600
10816790,-2.320,-10.620,+16.910,+1.474,+5.996,+7.942,+18.300,-28.300,-25.100
10816800,-2.200,-13.700,+11.210,+1.453,+5.928,+7.822,+17.900,-28.600,-24.000
10816810,-2.610,-13.130,+8.180,+1.309,+5.855,+7.799,+17.900,-28.300,-25.100
10816820,-5.130,-9.940,+7.640,+1.280,+5.911,+7.781,+17.500,-27.800,-25.800
10816830,-9.790,-8.970,+9.920,+1.120,+5.992,+7.575,+17.900,-28.300,-24.600
10816840,-18.110,-6.600,+17.430,+0.910,+6.256,+7.457,+17.400,-28.200,-24.800
10816850,-28.670,-6.270,+24.500,+0.981,+6.067,+7.456,+17.200,-27.700,-26.300
10816860,-37.440,-6.120,+30.960,+1.091,+5.984,+7.637,+17.400,-28.300,-25.300
10816870,-39.620,-6.580,+34.740,+1.233,+5.989,+7.887,+17.400,-28.200,-25.100
10816880,-41.870,-9.610,+30.570,+1.786,+5.714,+7.944,+16.900,-28.200,-25.100
10816890,-41.030,-6.900,+23.010,+1.720,+5.530,+8.077,+16.400,-27.500,-27.400
10816900,-40.500,-7.400,+19.500,+1.490,+5.586,+7.921,+16.400,-27.700,-26.800
10816910,-39.770,-8.290,+17.160,+1.479,+5.396,+8.057,+16.300,-27.800,-25.800
10816930,-46.140,-5.330,+27.310,+1.224,+5.502,+7.994,+16.100,-27.200,-26.600
10816940,-52.610,-1.530,+33.940,+1.293,+5.510,+7.987,+16.300,-26.800,-27.900
10816950,-60.410,+5.630,+41.890,+1.164,+5.360,+7.909,+15.400,-27.200,-27.000
10816960,-64.890,+10.050,+48.420,+1.417,+5.086,+8.222,+15.700,-26.800,-28.500
10816970,-64.810,+9.720,+49.950,+1.685,+4.889,+8.401,+15.200,-26.300,-28.000
10816980,-66.950,+8.980,+51.270,+1.584,+4.612,+8.367,+15.500,-26.500,-29.300
10816990,-64.720,+14.080,+53.990,+1.588,+4.374,+8.512,+14.600,-25.400,-30.300
10817000,-57.620,+18.060,+57.310,+1.608,+4.261,+8.407,+14.900,-25.800,-28.600
10817010,-52.780,+22.220,+62.020,+1.529,+4.326,+8.385,+14.400,-25.100,-31.000
10817020,-53.000,+24.460,+67.940,+1.496,+4.418,+8.353,+14.600,-25.400,-29.000
10817030,-51.370,+31.610,+74.460,+1.582,+4.376,+8.643,+13.600,-24.400,-29.500
10817040,-45.220,+31.420,+76.490,+1.729,+4.367,+8.903,+14.100,-24.800,-31.500
10817050,-38.950,+29.770,+77.070,+1.796,+4.173,+8.980,+13.800,-25.100,-31.500
10817060,-34.180,+29.150,+78.090,+1.843,+3.928,+8.937,+13.800,-24.900,-30.800
10817070,-30.750,+29.780,+78.360,+1.992,+3.852,+8.952,+13.300,-24.600,-31.600
10817080,-25.820,+25.830,+74.980,+2.065,+3.815,+9.021,+13.300,-25.700,-29.800
10817090,-21.510,+21.740,+70.020,+2.130,+3.719,+9.038,+13.100,-24.800,-31.600
10817100,-20.060,+19.900,+63.060,+2.156,+3.739,+8.838,+13.000,-25.400,-31.000
10817110,-20.790,+20.640,+56.170,+2.157,+3.784,+8.878,+12.300,-24.700,-30.100
10817120,-21.930,+21.760,+50.680,+2.130,+3.820,+8.850,+12.800,-25.300,-30.800
10817130,-23.050,+20.440,+46.080,+2.027,+3.739,+9.029,+12.200,-24.400,-30.600
10817140,-22.910,+20.310,+41.010,+2.061,+3.655,+9.083,+12.300,-25.300,-31.100
10817150,-22.390,+21.960,+36.730,+2.110,+3.622,+9.053,+11.800,-24.500,-30.600
10817170,-18.870,+21.180,+28.480,+2.161,+3.642,+8.870,+12.300,-25.100,-32.100
10817180,-20.750,+22.040,+24.450,+2.145,+3.429,+8.886,+11.800,-25.600,-31.600
10817190,-25.190,+23.990,+20.480,+2.145,+3.269,+9.012,+11.200,-25.400,-31.100
10817200,-29.690,+22.800,+16.480,+1.976,+3.344,+9.005,+12.300,-24.800,-32.000
10817210,-32.690,+20.840,+13.220,+1.867,+3.409,+9.123,+11.400,-23.900,-33.600
10817220,-32.130,+19.240,+11.040,+1.758,+3.329,+9.250,+12.500,-24.900,-30.800
10817230,-31.550,+16.750,+9.120,+1.800,+3.353,+9.181,+12.800,-24.800,-31.600
10817240,-33.940,+15.930,+5.560,+1.856,+3.303,+9.254,+12.300,-24.800,-30.800
10817250,-34.310,+17.680,+1.770,+1.783,+3.179,+9.307,+12.800,-24.400,-31.600
10817260,-34.360,+20.390,-2.000,+1.817,+3.115,+9.194,+12.600,-23.900,-31.100
10817270,-35.540,+21.640,-5.840,+1.797,+3.067,+9.129,+13.100,-23.600,-32.100
10817280,-33.540,+24.260,-9.250,+1.814,+3.066,+9.229,+13.000,-23.300,-32.900
10817290,-32.130,+26.790,-12.570,+1.822,+3.018,+9.284,+13.300,-22.900,-32.400
10817300,-33.220,+27.720,-13.320,+1.728,+3.059,+9.235,+13.300,-22.900,-31.600
10817310,-33.380,+27.180,-13.140,+1.476,+2.821,+9.327,+14.300,-22.600,-31.600
10817320,-34.780,+30.270,-13.790,+1.386,+2.550,+9.275,+14.100,-22.300,-31.500
10817330,-37.530,+34.140,-16.460,+1.399,+2.528,+9.288,+14.300,-22.000,-31.500
10817340,-38.010,+32.380,-19.840,+1.419,+2.553,+9.256,+14.700,-21.600,-31.600
10817350,-36.260,+23.540,-22.330,+1.455,+2.632,+9.260,+15.100,-21.500,-31.600
10817360,-32.040,+16.730,-24.360,+1.404,+2.607,+9.367,+15.700,-21.100,-31.800
10817370,-27.640,+12.940,-25.910,+1.263,+2.548,+9.474,+15.500,-20.600,-32.100
10817380,-26.060,+10.250,-27.970,+1.280,+2.417,+9.362,+15.900,-20.600,-32.300
10817390,-25.720,+9.240,-31.210,+1.253,+2.338,+9.393,+15.200,-19.000,-32.600
10817400,-24.380,+11.790,-34.980,+1.114,+2.319,+9.491,+15.400,-18.800,-32.600
10817410,-24.880,+15.120,-38.990,+1.125,+2.283,+9.448,+16.400,-19.000,-34.000
10817420,-26.130,+16.080,-43.680,+1.103,+2.359,+9.557,+16.700,-19.500,-32.200
10817430,-25.330,+13.970,-45.430,+0.938,+2.405,+9.650,+17.300,-19.200,-32.700
10817440,-21.960,+12.290,-46.150,+0.954,+2.356,+9.611,+17.500,-18.700,-32.500
10817450,-16.470,+13.560,-47.690,+0.889,+2.275,+9.564,+18.100,-18.200,-34.400
10817460,-11.390,+15.760,-49.010,+0.821,+2.159,+9.489,+18.000,-17.700,-33.700
10817470,-10.570,+18.480,-51.220,+0.836,+2.027,+9.414,+17.600,-16.200,-32.900
10817480,-11.450,+23.460,-53.980,+0.786,+1.977,+9.548,+18.800,-17.000,-34.400
10817490,-11.180,+28.650,-55.770,+0.603,+2.021,+9.619,+19.300,-17.000,-32.500
10817500,-11.140,+31.190,-57.820,+0.548,+2.117,+9.686,+19.600,-17.000,-32.400
10817510,-11.370,+33.200,-59.970,+0.448,+2.087,+9.811,+20.100,-16.500,-33.500
10817520,-10.480,+34.810,-59.180,+0.313,+2.108,+9.791,+20.100,-15.900,-32.200
10817530,-11.700,+33.530,-54.230,+0.159,+2.159,+9.544,+20.800,-15.500,-33.000
10817540,-14.770,+32.140,-51.390,+0.147,+2.084,+9.544,+21.100,-14.800,-33.500
10817550,-15.850,+36.450,-49.700,+0.067,+1.964,+9.451,+21.600,-15.300,-32.700
10817560,-15.450,+42.740,-47.650,-0.098,+2.029,+9.519,+21.900,-14.600,-33.400
10817570,-15.990,+45.230,-44.110,-0.113,+2.132,+9.560,+21.900,-14.500,-32.200
10817580,-16.330,+49.050,-39.500,-0.271,+2.000,+9.585,+22.900,-14.300,-31.200
10817590,-16.180,+52.940,-36.110,-0.247,+1.929,+9.619,+23.500,-13.700,-31.100
10817600,-17.240,+55.660,-34.930,-0.318,+1.902,+9.621,+24.000,-13.700,-31.000
10817610,-16.280,+57.420,-35.460,-0.309,+1.873,+9.713,+24.100,-12.300,-32.600
10817620,-15.770,+55.360,-37.870,-0.380,+1.892,+9.716,+25.300,-12.500,-31.700
10817630,-15.520,+50.900,-39.130,-0.592,+1.774,+9.938,+25.400,-12.600,-30.200
10817640,-12.480,+42.780,-37.210,-0.740,+1.825,+10.145,+25.600,-12.200,-31.000
10817650,-9.590,+35.710,-34.060,-0.856,+1.881,+10.109,+26.600,-11.800,-29.700
10817660,-8.670,+31.160,-33.250,-0.886,+1.755,+10.052,+26.400,-11.300,-29.700
10817670,-10.820,+27.230,-34.470,-0.957,+1.757,+9.969,+27.400,-11.300,-30.700
10817680,-15.140,+22.150,-36.860,-0.955,+1.642,+9.809,+27.400,-11.100,-29.500
10817690,-17.650,+20.160,-37.510,-0.994,+1.544,+9.818,+27.700,-11.000,-30.300
10817700,-18.950,+16.780,-37.210,-1.037,+1.595,+9.825,+27.800,-10.500,-30.200
10817710,-17.900,+13.430,-35.110,-1.013,+1.648,+9.789,+27.800,-10.100,-29.200
10817720,-15.480,+10.810,-32.760,-1.048,+1.646,+9.814,+28.000,-10.000,-30.000
10817730,-11.620,+10.400,-30.810,-0.982,+1.623,+9.823,+28.300,-9.600,-29.200
10817740,-8.600,+11.750,-30.380,-1.002,+1.573,+9.807,+28.500,-9.300,-28.800
10817750,-7.310,+11.590,-29.120,-1.237,+1.542,+9.829,+28.500,-8.800,-29.200
10817760,-7.150,+12.430,-26.580,-1.300,+1.423,+9.841,+28.700,-8.600,-28.800
10817770,-8.380,+14.970,-26.690,-1.193,+1.332,+9.864,+28.800,-7.700,-30.500
10817780,-10.460,+17.340,-27.070,-1.224,+1.328,+9.820,+29.100,-8.500,-28.800
10817790,-12.020,+16.820,-27.250,-1.346,+1.311,+9.844,+29.500,-8.200,-28.800
10817800,-11.090,+16.000,-27.550,-1.272,+1.391,+9.808,+29.300,-8.000,-28.800
10817810,-11.420,+12.760,-29.760,-1.269,+1.325,+9.762,+29.600,-7.500,-29.300
10817820,-10.480,+11.990,-30.780,-1.304,+1.307,+9.801,+28.800,-5.700,-31.500
10817830,-9.970,+10.500,-30.660,-1.427,+1.265,+9.806,+29.600,-6.800,-28.300
10817840,-8.930,+6.750,-29.180,-1.470,+1.233,+9.730,+29.800,-5.800,-30.200
10817850,-6.220,+6.500,-28.690,-1.374,+1.164,+9.767,+29.100,-5.100,-31.500
10817870,-2.510,+8.780,-34.220,-1.400,+1.219,+9.769,+30.400,-5.800,-29.200
10817880,-4.050,+3.910,-35.750,-1.554,+1.234,+9.822,+30.300,-5.800,-27.900
10817890,-4.010,+0.810,-34.280,-1.680,+1.296,+9.878,+30.400,-5.500,-28.300
10817900,-3.900,-1.440,-32.330,-1.672,+1.194,+9.851,+30.600,-5.200,-28.200
10817910,-3.820,-1.040,-31.610,-1.658,+1.086,+9.812,+30.600,-5.500,-28.500
10817920,-3.080,-2.880,-29.460,-1.674,+1.045,+9.809,+30.700,-4.900,-28.500
10817930,+0.150,-2.890,-28.000,-1.591,+0.954,+9.829,+30.300,-4.200,-29.800
10817940,+2.180,-2.930,-29.080,-1.595,+1.010,+9.821,+30.700,-4.200,-28.300
10817950,+1.950,-6.070,-29.900,-1.637,+1.165,+9.864,+30.600,-4.500,-29.000
10817960,+0.220,-10.630,-33.170,-1.566,+1.028,+9.804,+30.700,-3.900,-28.800
10817970,-1.150,-8.390,-35.170,-1.648,+1.045,+9.751,+30.600,-3.700,-29.000
10817980,-3.560,-9.970,-36.910,-1.628,+1.126,+9.684,+30.600,-3.400,-30.200
10817990,-5.230,-11.210,-36.930,-1.572,+1.067,+9.691,+30.400,-3.200,-29.200
10818000,-4.180,-14.520,-35.770,-1.465,+1.052,+9.717,+30.600,-3.200,-28.800
10818010,-3.440,-22.060,-36.890,-1.396,+1.085,+9.581,+30.700,-2.900,-29.300
10818020,-2.060,-24.820,-36.540,-1.425,+1.012,+9.651,+30.600,-2.900,-29.300
10818030,+0.800,-27.740,-37.880,-1.424,+1.008,+9.785,+30.100,-2.600,-29.300
10818040,+2.060,-31.520,-37.090,-1.571,+1.102,+9.849,+30.300,-2.600,-29.700
10818050,+5.240,-28.590,-34.720,-1.656,+1.039,+10.060,+29.800,-1.600,-31.200
10818060,+2.810,-25.620,-34.830,-1.423,+0.995,+9.837,+29.600,-1.900,-30.200
10818070,-6.010,-28.410,-38.120,-1.285,+0.962,+9.555,+29.900,-1.400,-30.800
10818080,-10.070,-27.900,-38.950,-1.294,+0.877,+9.551,+29.500,-1.100,-30.300
10818090,-7.630,-27.040,-37.330,-1.241,+0.893,+9.661,+29.500,-0.600,-31.200
10818100,-3.700,-27.960,-33.200,-1.180,+0.967,+9.701,+29.100,-0.500,-32.200
10818110,-1.070,-27.540,-29.630,-1.104,+0.926,+9.778,+29.300,-0.900,-30.700
10818120,-1.310,-29.440,-29.320,-1.049,+0.810,+9.764,+29.500,-0.100,-31.000
10818130,-1.250,-31.380,-28.450,-1.014,+0.775,+9.828,+28.700,+0.300,-32.600
10818140,+0.130,-30.580,-26.910,-0.967,+0.798,+9.940,+28.500,+0.000,-31.300
10818150,+3.340,-29.020,-24.550,-0.960,+0.874,+9.979,+28.700,+0.200,-31.300
10818160,+5.260,-26.790,-22.290,-0.908,+0.905,+9.886,+28.000,+0.300,-31.800
10818170,+3.710,-25.050,-21.990,-0.880,+0.858,+9.809,+28.200,+0.700,-33.000
10818180,+1.830,-22.330,-21.930,-0.890,+0.946,+9.771,+28.000,+0.300,-32.300
10818190,+0.950,-20.270,-23.590,-0.698,+0.998,+9.852,+27.000,+1.900,-33.300
10818200,+0.870,-18.210,-25.470,-0.662,+0.988,+9.836,+27.800,+0.900,-33.500
10818210,+0.580,-21.440,-26.320,-0.728,+0.929,+9.842,+26.900,+2.200,-33.500
10818220,+1.170,-23.390,-25.800,-0.691,+0.868,+9.946,+26.900,+1.900,-33.800
10818230,+4.420,-22.850,-23.630,-0.799,+0.900,+9.917,+26.600,+1.200,-33.800
10818240,+4.120,-18.080,-18.760,-0.748,+0.978,+9.810,+27.000,+0.600,-32.800
10818250,+3.280,-9.620,-16.240,-0.612,+0.922,+9.876,+27.200,+1.900,-34.300
10818260,+3.370,-3.660,-14.590,-0.553,+0.904,+9.827,+27.200,+0.700,-33.500
10818270,+3.920,-2.730,-14.500,-0.575,+0.961,+9.871,+27.200,+1.400,-33.100
10818280,+5.190,-7.460,-14.350,-0.619,+0.895,+9.924,+27.000,+0.900,-33.500
10818290,+8.050,-9.020,-12.940,-0.595,+1.029,+10.006,+26.900,+2.100,-33.100
10818300,+8.960,-13.140,-12.850,-0.687,+1.042,+9.924,+26.900,+1.600,-33.000
10818310,+6.870,-15.120,-14.540,-0.586,+0.959,+9.789,+26.600,+2.600,-34.600
10818320,+4.810,-14.250,-18.940,-0.391,+0.785,+9.729,+26.400,+2.600,-34.600
10818330,+3.460,-15.440,-22.400,-0.475,+0.755,+9.753,+25.600,+2.100,-33.600
10818340,+0.770,-17.560,-24.540,-0.520,+0.895,+9.730,+26.200,+1.700,-33.800
10818350,-0.910,-17.600,-24.940,-0.445,+1.034,+9.691,+26.400,+2.900,-35.500
10818360,+1.420,-11.960,-24.530,-0.443,+1.090,+9.829,+26.400,+2.100,-34.000
10818370,+4.260,-14.030,-24.540,-0.508,+1.123,+9.914,+25.900,+2.400,-35.600
10818380,+8.660,-14.610,-23.010,-0.527,+1.057,+10.033,+26.200,+2.400,-34.800
10818390,+12.710,-13.820,-20.600,-0.475,+1.068,+9.915,+25.600,+3.100,-35.800
10818400,+12.390,-8.520,-18.710,-0.569,+1.061,+9.736,+25.600,+3.200,-35.600
10818410,+9.590,-6.650,-17.930,-0.408,+1.077,+9.744,+25.900,+2.600,-34.000
10818420,+7.590,-2.730,-16.830,-0.440,+1.046,+9.812,+25.800,+2.700,-33.800
10818430,+7.100,-1.350,-17.000,-0.453,+1.024,+9.895,+25.900,+2.100,-34.000
10818440,+8.150,-0.260,-17.310,-0.408,+1.038,+9.909,+25.600,+2.400,-34.500
10818450,+9.070,-2.550,-21.120,-0.233,+1.011,+9.869,+25.800,+2.600,-34.000
10818460,+8.730,-5.630,-25.740,-0.202,+1.104,+9.843,+25.900,+2.900,-34.100
10818470,+8.850,-8.720,-28.500,-0.284,+1.226,+9.970,+25.900,+2.700,-34.300
10818480,+10.230,-10.000,-29.030,-0.310,+1.414,+9.974,+25.600,+2.700,-34.000
10818490,+13.360,-12.330,-28.390,-0.563,+1.293,+10.011,+25.600,+3.500,-35.500
10818500,+14.600,-15.590,-29.220,-0.231,+1.272,+9.782,+25.600,+2.700,-34.300
10818510,+12.510,-9.630,-22.700,-0.424,+1.410,+9.884,+25.600,+3.200,-34.000
10818520,+11.040,-9.160,-19.590,-0.371,+1.285,+9.875,+25.300,+2.900,-34.000
10818530,+10.060,-10.030,-16.140,-0.375,+1.159,+9.914,+25.400,+3.500,-35.500
10818540,+7.720,-9.690,-14.570,-0.272,+1.162,+9.938,+25.300,+2.700,-34.600
10818550,+3.970,-9.200,-13.360,-0.314,+1.268,+9.891,+24.800,+3.900,-34.800
10818560,+2.010,-8.020,-10.820,-0.310,+1.348,+9.827,+24.900,+3.200,-34.800
10818570,+0.920,-14.630,-20.180,-0.461,+0.543,+9.914,+24.900,+3.200,-34.500
10818580,-2.700,-13.070,-19.370,+0.035,+1.277,+9.675,+24.800,+3.400,-34.600
10818590,-5.380,-12.280,-20.070,-0.086,+1.395,+9.797,+24.600,+4.400,-36.800
10818600,-3.960,-12.330,-18.340,-0.297,+1.369,+10.069,+24.300,+4.200,-36.800
10818610,-3.610,-11.990,-17.280,-0.165,+1.416,+9.970,+24.800,+3.700,-35.000
10818620,-4.440,-10.790,-10.220,-0.036,+1.790,+9.774,+24.800,+3.900,-34.800
10818630,-1.580,-8.170,-6.190,-0.355,+1.378,+9.970,+24.000,+4.700,-35.600
10818640,+1.790,-5.800,-5.820,-0.293,+1.024,+9.992,+24.800,+4.400,-35.100
10818650,-4.390,-7.570,-12.580,-0.108,+0.662,+10.021,+24.500,+3.400,-35.100
10818660,-13.140,-7.240,-11.190,-0.076,+1.026,+9.701,+24.600,+3.900,-35.100
10818670,-18.260,-4.930,-13.800,-0.114,+0.949,+9.876,+24.600,+4.400,-35.100
10818680,-18.110,-1.890,-14.120,-0.055,+1.058,+9.732,+24.100,+4.400,-35.300
10818690,-15.730,-1.670,-13.000,-0.039,+1.208,+9.787,+24.300,+4.900,-36.300
